"www.agrometeorologia.cl","","","","","","","","","",""
"Red Agrometeorológica de INIA","","","","","","","","","",""
"Generado el 17-09-2022 20:11:47","","","","","","","","","",""
"La Platina, La Pintana","","","","","","","","","",""
"","","","","","","","","","",""
"Tiempo UTC-4","Temperatura del Aire Mínima ºC","Temperatura del Aire Máxima ºC","Humedad Relativa %","Radiación Solar Mj/m²","Velocidad de Viento km/h","Temperatura del Aire Mínima % de datos ","Temperatura del Aire Máxima % de datos ","Humedad Relativa % de datos ","Radiación Solar % de datos ","Velocidad de Viento % de datos "
"01-02-2019","14.6","34.5","44.4","24.9","1.9","100","100","100","100","100"
"02-02-2019","13.4","34.5","50.8","24.3","1.8","100","100","100","100","100"
"03-02-2019","14.8","34.6","52.2","24.4","1.5","100","100","100","100","100"
"04-02-2019","15","34.3","54.1","24.4","1.4","100","100","100","100","100"
"05-02-2019","15.4","34.3","56.6","24.7","1.7","100","100","100","100","100"
"06-02-2019","15.4","32.6","55","24.6","1.8","100","100","100","100","100"
"07-02-2019","14.9","33.6","53.6","23","2.1","100","100","100","100","100"
"08-02-2019","12.9","32.8","57.5","23.7","1.7","100","100","100","100","100"
"09-02-2019","14","33.3","48.1","22.6","1.9","97","97","97","97","97"
"10-02-2019","13.4","30.3","46.9","19.6","1.8","100","100","100","100","100"
"11-02-2019","14.2","27.2","52.3","14.3","1.4","100","100","100","100","100"
"12-02-2019","12.7","31","52","23.6","2.3","100","100","100","100","100"
"13-02-2019","10.8","29.4","51.3","24.3","2.2","100","100","100","100","100"
"14-02-2019","11","37.2","44.6","24.4","1","100","100","100","100","100"
"15-02-2019","14.3","31.2","53.2","23.3","1.9","100","100","100","100","100"
"16-02-2019","13.5","26.5","68.4","16.2","2.5","94","94","94","94","94"
"17-02-2019","12.7","31.4","61.2","23.2","1.7","100","100","100","100","100"
"18-02-2019","13.6","31.2","60.6","23.2","1.9","100","100","100","100","100"
"19-02-2019","13","33","58.4","23.1","1.9","100","100","100","100","100"
"20-02-2019","13.5","29.8","62.3","22.8","2","100","100","100","100","100"
"21-02-2019","13.2","27.2","68.8","22.6","2.4","100","100","100","100","100"
"22-02-2019","12","30.9","63.3","21.3","2.3","100","100","100","100","100"
"23-02-2019","13.6","32","55.8","22.9","2","100","100","100","100","100"
"24-02-2019","12","31.6","46","22.9","1.8","100","100","100","100","100"
"25-02-2019","10.7","30.8","42.5","22.6","1.8","100","100","100","100","100"
"26-02-2019","9.2","32.8","39.8","22.9","1.5","100","100","100","100","100"
"27-02-2019","10.7","32.8","42.8","22.5","1.7","100","100","100","100","100"
"28-02-2019","10.8","31.6","44.8","22.2","1.8","100","100","100","100","100"
"01-03-2019","11.5","32.4","51","22.2","1.7","100","100","100","100","100"
"02-03-2019","11.9","32.3","49.6","21.8","2","100","100","100","100","100"
"03-03-2019","11.4","28.1","54.4","20.7","2","100","100","100","100","100"
"04-03-2019","11.2","28.6","47.3","21.1","1.5","100","100","100","100","100"
"05-03-2019","10","32","49.3","21.8","1.3","100","100","100","100","100"
"06-03-2019","10.5","31.8","43.7","21.4","1.2","100","100","100","100","100"
"07-03-2019","9.5","30","48.8","20.5","1.6","100","100","100","100","100"
"08-03-2019","9.7","26.3","61.4","20.7","2.7","100","100","100","100","100"
"09-03-2019","10","28.3","59","19.8","2","100","100","100","100","100"
"10-03-2019","8.2","27.6","62.4","20.3","2.2","100","100","100","100","100"
"11-03-2019","9.3","29.5","55.4","20.3","1.7","100","100","100","100","100"
"12-03-2019","10.1","32.9","46.8","20.6","1.3","100","100","100","100","100"
"13-03-2019","10.5","29.4","51.4","17.4","1.6","100","100","100","100","100"
"14-03-2019","10.3","29.5","58.8","19.7","1.7","100","100","100","100","100"
"15-03-2019","9.2","28.3","55.6","19.6","1.8","100","100","100","100","100"
"16-03-2019","8.1","28.1","50","18.4","2","100","100","100","100","100"
"17-03-2019","6.9","29.2","53.2","20","1.3","100","100","100","100","100"
"18-03-2019","8.9","28","54","16.3","2.6","100","100","100","100","100"
"19-03-2019","7.5","26.6","42.9","19.7","2","100","100","100","100","100"
"20-03-2019","6","29.8","37.8","19.2","1.1","100","100","100","100","100"
"21-03-2019","7.2","29.4","42.1","18.9","1.3","100","100","100","100","100"
"22-03-2019","8.3","32.4","36.9","18.6","1","100","100","100","100","100"
"23-03-2019","9.3","30.2","44","18.5","1.7","100","100","100","100","100"
"24-03-2019","10","30.1","47","18.4","1.5","100","100","100","100","100"
"25-03-2019","9.6","29.3","53.2","17.9","1.3","100","100","100","100","100"
"26-03-2019","8.5","29.9","53.5","18","1.2","100","100","100","100","100"
"27-03-2019","8.7","28.6","55.4","17.3","1.3","100","100","100","100","100"
"28-03-2019","9.1","28.5","66.8","16.6","1.8","100","100","100","100","100"
"29-03-2019","7.3","27.1","66.4","17.8","1.4","100","100","100","100","100"
"30-03-2019","8.7","22.9","65","6.5","1.3","100","100","100","100","100"
"31-03-2019","10.7","22.9","73.8","15.6","2.1","100","100","100","100","100"
"01-04-2019","9.1","27.6","66.1","17.5","1.7","100","100","100","100","100"
"02-04-2019","9.2","29.4","60.2","17.4","1.4","100","100","100","100","100"
"03-04-2019","9.6","22.9","72","17","1.9","100","100","100","100","100"
"04-04-2019","10.7","24.5","66.4","13.7","1.9","100","100","100","100","100"
"05-04-2019","7.9","30.6","57.6","17.5","1.6","100","100","100","100","100"
"06-04-2019","9.9","31.2","45.3","17.4","1.2","100","100","100","100","100"
"07-04-2019","10.6","32.9","38.4","17.5","1.3","100","100","100","100","100"
"08-04-2019","7.4","26.2","57.8","16.9","1.5","100","100","100","100","100"
"09-04-2019","8.1","18.5","78","11","1.7","100","100","100","100","100"
"10-04-2019","9.7","26.4","54","16.5","1.5","100","100","100","100","100"
"11-04-2019","5.4","26.3","59.6","16.6","1.2","100","100","100","100","100"
"12-04-2019","4.6","18.8","78.6","12.9","1.2","100","100","100","100","100"
"13-04-2019","7.3","13.7","86.5","3.2","0.4","100","100","100","100","100"
"14-04-2019","3.7","20.2","71.1","9.7","0.7","100","100","100","100","100"
"15-04-2019","4.1","29.6","55.8","16","1","100","100","100","100","100"
"16-04-2019","6.7","30.7","39","15.7","1","100","100","100","100","100"
"17-04-2019","7.5","29.9","40.8","14.8","0.9","100","100","100","100","100"
"18-04-2019","8.4","23.2","55.1","9.3","0.8","100","100","100","100","100"
"19-04-2019","6.7","18.8","78.6","10.3","1.4","100","100","100","100","100"
"20-04-2019","7","19.1","71.9","8.6","1.2","100","100","100","100","100"
"21-04-2019","3.8","21.5","68","14.3","1.5","100","100","100","100","100"
"22-04-2019","3.2","22.8","68","14","1.1","100","100","100","100","100"
"23-04-2019","3.6","20.1","74.6","9.9","1","100","100","100","100","100"
"24-04-2019","8.2","14.1","79.7","3.6","0.8","100","100","100","100","100"
"25-04-2019","7.4","20.9","73.6","10.6","1","100","100","100","100","100"
"26-04-2019","4.6","24.3","68.2","13","0.9","100","100","100","100","100"
"27-04-2019","5.7","26.5","62","13","0.9","100","100","100","100","100"
"28-04-2019","5.8","27.9","55","13.2","1","100","100","100","100","100"
"29-04-2019","9.7","25","49.8","11.2","2.3","100","100","100","100","100"
"30-04-2019","4.7","24.5","48.4","13.5","1.6","100","100","100","100","100"
"01-05-2019","3.8","27.1","38.8","13","1.2","100","100","100","100","100"
"02-05-2019","10.1","24.3","39.2","6.6","0.6","100","100","100","100","100"
"03-05-2019","7.6","23.2","54.5","6.9","0.6","100","100","100","100","100"
"04-05-2019","8","21","66.4","10.6","1.8","100","100","100","100","100"
"05-05-2019","7.6","21.3","69.2","8.6","0.9","100","100","100","100","100"
"06-05-2019","8.9","22.7","62.8","6.4","0.9","100","100","100","100","100"
"07-05-2019","8.4","22","73.8","10.1","1.3","100","100","100","100","100"
"08-05-2019","5.9","15","83.4","7.6","1.2","100","100","100","100","100"
"09-05-2019","6.2","16.8","72.2","7.2","0.7","100","100","100","100","100"
"10-05-2019","1.5","19.2","66","11.4","1.1","100","100","100","100","100"
"11-05-2019","1.2","21","52.8","11.5","1","100","100","100","100","100"
"12-05-2019","3.4","23.7","48.5","11.6","1.2","100","100","100","100","100"
"13-05-2019","2.9","28.8","46.2","11.5","0.6","100","100","100","100","100"
"14-05-2019","4.3","30.5","41.9","11.5","0.6","100","100","100","100","100"
"15-05-2019","4.6","27.7","50.4","11.1","1","100","100","100","100","100"
"16-05-2019","3.8","16.7","77.3","6.4","0.9","100","100","100","100","100"
"17-05-2019","4.9","17.4","73.7","6.6","0.7","100","100","100","100","100"
"18-05-2019","4.3","18.8","67.4","10.6","1.2","100","100","100","100","100"
"19-05-2019","1.4","15.4","66.3","5.8","0.6","100","100","100","100","100"
"20-05-2019","1.9","13.7","67.1","7.1","1.7","100","100","100","100","100"
"21-05-2019","-1.8","15.1","66.2","10.6","1.2","100","100","100","100","100"
"22-05-2019","-2.1","18.8","55.2","10.8","0.8","100","100","100","100","100"
"23-05-2019","-1.2","23.5","41.4","10.8","0.6","100","100","100","100","100"
"24-05-2019","2.1","21.4","37.3","4.8","0.7","100","100","100","100","100"
"25-05-2019","7.3","15.6","53.4","5.3","2.9","100","100","100","100","100"
"26-05-2019","4.9","14.4","68.7","3.9","0.6","100","100","100","100","100"
"27-05-2019","0.7","18.1","62.8","9.4","0.9","100","100","100","100","100"
"28-05-2019","1","20.1","62.9","9.1","1.4","100","100","100","100","100"
"29-05-2019","9","16","61.2","0.7","4.8","100","100","100","100","100"
"30-05-2019","6","17.6","71.2","7","2.1","100","100","100","100","100"
"31-05-2019","6.6","14.9","77","3.4","0.8","100","100","100","100","100"
"01-06-2019","2.2","15.2","69.9","5.6","0.2","100","100","100","100","100"
"02-06-2019","2.3","21.9","56","9.1","0.4","100","100","100","100","100"
"03-06-2019","1.2","23.8","49.3","9.5","0.5","100","100","100","100","100"
"04-06-2019","6.5","20.8","46.7","5.5","0.2","100","100","100","100","100"
"05-06-2019","3.3","21.3","55.9","8.2","0.6","100","100","100","100","100"
"06-06-2019","4.4","15.8","74.2","4.7","1.4","100","100","100","100","100"
"07-06-2019","0.4","18.6","63.8","10.3","0.9","100","100","100","100","100"
"08-06-2019","-1.1","21.4","52.8","10.6","0.7","100","100","100","100","100"
"09-06-2019","0.5","22.5","46.1","10.2","0.5","100","100","100","100","100"
"10-06-2019","3.5","19.1","46.1","7.1","0.6","100","100","100","100","100"
"11-06-2019","3.1","13.8","71.6","6.8","1.6","100","100","100","100","100"
"12-06-2019","0.1","16","65","5.7","1.5","100","100","100","100","100"
"13-06-2019","4.2","8.9","88.8","1.7","3.5","100","100","100","100","100"
"14-06-2019","0.9","13","77.6","7.1","2.2","100","100","100","100","100"
"15-06-2019","4.8","13.7","74.2","9.2","0.6","100","100","100","100","100"
"16-06-2019","0.3","14.7","70.8","9.5","0.5","100","100","100","100","100"
"17-06-2019","-0.1","11.1","73","4.7","0.8","100","100","100","100","100"
"18-06-2019","-0.2","16.7","68.4","10.1","0.7","100","100","100","100","100"
"19-06-2019","0.2","22.3","57.3","7.1","0.3","100","100","100","100","100"
"20-06-2019","4.8","21.2","58.6","7.7","1","100","100","100","100","100"
"21-06-2019","3.3","16.7","74.6","7.5","0.5","100","100","100","100","100"
"22-06-2019","2.3","21","62.4","8.2","0.4","100","100","100","100","100"
"23-06-2019","6","14.6","64","3.2","0.4","100","100","100","100","100"
"24-06-2019","1.9","9.3","79.1","1","1.4","100","100","100","100","100"
"25-06-2019","-2.1","12.2","64.7","8.8","0.4","100","100","100","100","100"
"26-06-2019","1.9","12.6","67.3","5.1","0.4","100","100","100","100","100"
"27-06-2019","4.8","10.3","69.9","2","0.2","100","100","100","100","100"
"28-06-2019","3.7","12.6","63.6","1.5","1.6","100","100","100","100","100"
"29-06-2019","3.9","10.4","85.4","2.9","2.2","100","100","100","100","100"
"30-06-2019","1","12.9","77.8","7","0.6","100","100","100","100","100"
"01-07-2019","-1.3","18.4","62.4","10.5","0.6","100","100","100","100","100"
"02-07-2019","-0.5","19.1","55.2","9.1","0.8","100","100","100","100","100"
"03-07-2019","-0.8","17.5","61.5","9.9","1.5","100","100","100","100","100"
"04-07-2019","-0.2","17","64.6","9.8","1","100","100","100","100","100"
"05-07-2019","-0.1","25.2","58.6","10.2","0.5","100","100","100","100","100"
"06-07-2019","4.2","16","70.6","6.7","1.4","100","100","100","100","100"
"07-07-2019","5.3","12.4","84.7","3.3","0.3","100","100","100","100","100"
"08-07-2019","5.6","15.6","80.2","4.9","0.7","100","100","100","100","100"
"09-07-2019","3.8","16.9","73.2","6.9","0.8","100","100","100","100","100"
"10-07-2019","1.3","14.5","72.6","5.5","0.3","100","100","100","100","100"
"11-07-2019","2.4","16","70.2","6.8","0.6","100","100","100","100","100"
"12-07-2019","0.2","15.6","70.6","9.4","0.9","100","100","100","100","100"
"13-07-2019","-0.5","16.4","64","9.8","0.8","100","100","100","100","100"
"14-07-2019","-0.5","17","58.4","9.1","0.8","100","100","100","100","100"
"15-07-2019","-1.1","22.8","55.2","10.4","0.7","100","100","100","100","100"
"16-07-2019","1.7","21.9","51.1","10.2","0.8","100","100","100","100","100"
"17-07-2019","2.2","15.4","68.4","5.6","0.9","100","100","100","100","100"
"18-07-2019","5.3","19.6","62.9","8.9","1.5","100","100","100","100","100"
"19-07-2019","3.2","17.7","59.8","6","0.7","100","100","100","100","100"
"20-07-2019","4.7","18.4","49.1","6.2","0.8","99","99","99","99","99"
"21-07-2019","1.9","7.7","83","1.5","1.8","100","100","100","100","100"
"22-07-2019","-0.5","11.5","69.6","9.7","1.7","100","100","100","100","100"
"23-07-2019","-2.4","13.1","69.8","10.8","1","100","100","100","100","100"
"24-07-2019","-1.8","18.8","62.2","11.7","1.2","100","100","100","100","100"
"25-07-2019","1.7","14.7","72.4","10.1","1.3","100","100","100","100","100"
"26-07-2019","2.3","18.8","63","10","0.9","100","100","100","100","100"
"27-07-2019","3.9","17.3","60.4","5.2","0.5","100","100","100","100","100"
"28-07-2019","1.8","16.3","62.6","6.3","1.5","100","100","100","100","100"
"29-07-2019","8.6","19.6","69.6","8.1","2.1","100","100","100","100","100"
"30-07-2019","6.3","24.7","61.3","11.5","1","100","100","100","100","100"
"31-07-2019","7","15.5","73.8","5.7","3","100","100","100","100","100"
"01-08-2019","-0.2","13.7","61.9","11.9","3.3","100","100","100","100","100"
"02-08-2019","-2.2","18.7","55.6","12.6","0.8","100","100","100","100","100"
"03-08-2019","0.3","24.8","46","12.3","1","100","100","100","100","100"
"04-08-2019","2.7","28.1","41.8","13","0.9","100","100","100","100","100"
"05-08-2019","3.3","21.6","62.4","12.4","1.4","100","100","100","100","100"
"06-08-2019","5.3","12.8","76.6","7.3","2","100","100","100","100","100"
"07-08-2019","1.2","13.7","68.6","12.3","2.2","100","100","100","100","100"
"08-08-2019","-2.1","13.2","65","12.4","1.5","100","100","100","100","100"
"09-08-2019","-2.3","15.9","59.4","12.5","1.1","100","100","100","100","100"
"10-08-2019","-1.4","18.9","56.2","11","1.7","100","100","100","100","100"
"11-08-2019","-0.6","15.5","66.8","12.9","1.7","100","100","100","100","100"
"12-08-2019","-0.9","18.6","58.2","13.5","1","100","100","100","100","100"
"13-08-2019","-0.6","27.6","44.3","11.5","0.5","100","100","100","100","100"
"14-08-2019","6.2","28.8","47.4","12.4","1.7","100","100","100","100","100"
"15-08-2019","4.5","16.4","77.1","11","1.5","100","100","100","100","100"
"16-08-2019","4.8","14.6","77.6","7","1.9","100","100","100","100","100"
"17-08-2019","0.5","17.4","67.4","9.8","0.7","100","100","100","100","100"
"18-08-2019","5.2","12.9","72.6","3.5","1.5","100","100","100","100","100"
"19-08-2019","6.4","13.5","71.8","2.6","1","100","100","100","100","100"
"20-08-2019","8.3","26.9","43.8","12","0.8","100","100","100","100","100"
"21-08-2019","6.3","15.5","71","4.1","0.8","100","100","100","100","100"
"22-08-2019","3","30.4","57","14.1","1.3","100","100","100","100","100"
"23-08-2019","6.4","28","43.3","12.9","1.1","100","100","100","100","100"
