"www.agrometeorologia.cl","",""
"Red Agrometeorológica de INIA","",""
"Generado el 17-09-2022 20:14:00","",""
"Evapotranspiración mm","",""
"","",""
"Tiempo UTC-4","La Platina","La Platina % de datos"
"01-02-2019","4.85","100"
"02-02-2019","4.74","100"
"03-02-2019","4.66","100"
"04-02-2019","4.65","100"
"05-02-2019","4.82","100"
"06-02-2019","4.7","100"
"07-02-2019","4.64","100"
"08-02-2019","4.51","100"
"09-02-2019","4.54","100"
"10-02-2019","3.82","100"
"11-02-2019","2.87","100"
"12-02-2019","4.53","100"
"13-02-2019","4.33","100"
"14-02-2019","4.37","100"
"15-02-2019","4.33","100"
"16-02-2019","3.04","100"
"17-02-2019","4.21","100"
"18-02-2019","4.24","100"
"19-02-2019","4.32","100"
"20-02-2019","4.09","100"
"21-02-2019","3.94","100"
"22-02-2019","3.99","100"
"23-02-2019","4.33","100"
"24-02-2019","4.11","100"
"25-02-2019","3.99","100"
"26-02-2019","3.92","100"
"27-02-2019","4.1","100"
"28-02-2019","3.97","100"
"01-03-2019","4","100"
"02-03-2019","4.11","100"
"03-03-2019","3.57","100"
"04-03-2019","3.5","100"
"05-03-2019","3.73","100"
"06-03-2019","3.5","100"
"07-03-2019","3.45","100"
"08-03-2019","3.51","100"
"09-03-2019","3.36","100"
"10-03-2019","3.41","100"
"11-03-2019","3.46","100"
"12-03-2019","3.52","100"
"13-03-2019","3.05","100"
"14-03-2019","3.4","100"
"15-03-2019","3.28","100"
"16-03-2019","3.23","100"
"17-03-2019","3.15","100"
"18-03-2019","3.09","100"
"19-03-2019","3.25","100"
"20-03-2019","2.83","100"
"21-03-2019","2.86","100"
"22-03-2019","2.92","100"
"23-03-2019","3.19","100"
"24-03-2019","3.01","100"
"25-03-2019","2.88","100"
"26-03-2019","2.75","100"
"27-03-2019","2.75","100"
"28-03-2019","2.72","100"
"29-03-2019","2.66","100"
"30-03-2019","1.52","100"
"31-03-2019","2.38","100"
"01-04-2019","2.75","100"
"02-04-2019","2.73","100"
"03-04-2019","2.41","100"
"04-04-2019","2.24","100"
"05-04-2019","2.71","100"
"06-04-2019","2.56","100"
"07-04-2019","2.79","100"
"08-04-2019","2.4","100"
"09-04-2019","1.56","100"
"10-04-2019","2.36","100"
"11-04-2019","2.18","100"
"12-04-2019","1.57","100"
"13-04-2019","0.73","100"
"14-04-2019","1.35","100"
"15-04-2019","2.16","100"
"16-04-2019","2.15","100"
"17-04-2019","1.89","100"
"18-04-2019","1.42","100"
"19-04-2019","1.39","100"
"20-04-2019","1.28","100"
"21-04-2019","1.74","100"
"22-04-2019","1.64","100"
"23-04-2019","1.3","100"
"24-04-2019","0.78","100"
"25-04-2019","1.4","100"
"26-04-2019","1.52","100"
"27-04-2019","1.58","100"
"28-04-2019","1.74","100"
"29-04-2019","1.95","100"
"30-04-2019","1.73","100"
"01-05-2019","1.59","100"
"02-05-2019","1.22","100"
"03-05-2019","1.15","100"
"04-05-2019","1.5","100"
"05-05-2019","1.13","100"
"06-05-2019","1.17","100"
"07-05-2019","1.34","100"
"08-05-2019","0.92","100"
"09-05-2019","0.92","100"
"10-05-2019","1.16","100"
"11-05-2019","1.22","100"
"12-05-2019","1.3","100"
"13-05-2019","1.23","100"
"14-05-2019","1.24","100"
"15-05-2019","1.36","100"
"16-05-2019","0.81","100"
"17-05-2019","0.84","100"
"18-05-2019","1.07","100"
"19-05-2019","0.77","100"
"20-05-2019","0.91","100"
"21-05-2019","0.97","100"
"22-05-2019","0.87","100"
"23-05-2019","0.93","100"
"24-05-2019","0.92","100"
"25-05-2019","1.3","100"
"26-05-2019","0.7","100"
"27-05-2019","0.92","100"
"28-05-2019","1.06","100"
"29-05-2019","1.38","100"
"30-05-2019","1.03","100"
"31-05-2019","0.66","100"
"01-06-2019","0.57","100"
"02-06-2019","0.7","100"
"03-06-2019","0.69","100"
"04-06-2019","0.57","100"
"05-06-2019","0.83","100"
"06-06-2019","0.8","100"
"07-06-2019","0.75","100"
"08-06-2019","0.76","100"
"09-06-2019","0.78","100"
"10-06-2019","0.77","100"
"11-06-2019","0.77","100"
"12-06-2019","0.85","100"
"13-06-2019","0.56","100"
"14-06-2019","0.75","100"
"15-06-2019","0.68","100"
"16-06-2019","0.66","100"
"17-06-2019","0.57","100"
"18-06-2019","0.67","100"
"19-06-2019","0.64","100"
"20-06-2019","0.91","100"
"21-06-2019","0.63","100"
"22-06-2019","0.65","100"
"23-06-2019","0.6","100"
"24-06-2019","0.56","100"
"25-06-2019","0.51","100"
"26-06-2019","0.55","100"
"27-06-2019","0.53","100"
"28-06-2019","0.67","100"
"29-06-2019","0.59","100"
"30-06-2019","0.6","100"
"01-07-2019","0.7","100"
"02-07-2019","0.72","100"
"03-07-2019","0.91","100"
"04-07-2019","0.8","100"
"05-07-2019","0.69","100"
"06-07-2019","0.83","100"
"07-07-2019","0.55","100"
"08-07-2019","0.65","100"
"09-07-2019","0.73","100"
"10-07-2019","0.6","100"
"11-07-2019","0.71","100"
"12-07-2019","0.73","100"
"13-07-2019","0.75","100"
"14-07-2019","0.76","100"
"15-07-2019","0.87","100"
"16-07-2019","0.88","100"
"17-07-2019","0.73","100"
"18-07-2019","1.07","100"
"19-07-2019","0.8","100"
"20-07-2019","0.86","100"
"21-07-2019","0.56","100"
"22-07-2019","0.89","100"
"23-07-2019","0.83","100"
"24-07-2019","1.12","100"
"25-07-2019","0.97","100"
"26-07-2019","0.93","100"
"27-07-2019","0.74","100"
"28-07-2019","0.99","100"
"29-07-2019","1.27","100"
"30-07-2019","1.33","100"
"31-07-2019","1.05","100"
"01-08-2019","1.4","100"
"02-08-2019","1.02","100"
"03-08-2019","1.35","100"
"04-08-2019","1.47","100"
"05-08-2019","1.4","100"
"06-08-2019","0.99","100"
"07-08-2019","1.25","100"
"08-08-2019","1.12","100"
"09-08-2019","1.14","100"
"10-08-2019","1.43","100"
"11-08-2019","1.35","100"
"12-08-2019","1.31","100"
"13-08-2019","1.15","100"
"14-08-2019","2.08","100"
"15-08-2019","1.24","100"
"16-08-2019","1.04","100"
"17-08-2019","1.12","100"
"18-08-2019","0.84","100"
"19-08-2019","0.79","100"
"20-08-2019","1.57","100"
"21-08-2019","0.86","100"
"22-08-2019","2.12","100"
"23-08-2019","1.83","100"
"24-08-2019","1.52","100"
"25-08-2019","1.3","100"
"26-08-2019","1.7","100"
"27-08-2019","1.86","100"
"28-08-2019","2.21","100"
"29-08-2019","2.02","100"
"30-08-2019","2.14","100"
"31-08-2019","2.29","100"
"01-09-2019","2.39","100"
"02-09-2019","2.07","100"
"03-09-2019","1.95","100"
"04-09-2019","2.07","100"
"05-09-2019","1.42","100"
"06-09-2019","1.51","100"
"07-09-2019","1.52","100"
"08-09-2019","1.97","100"
"09-09-2019","1.18","100"
"10-09-2019","1.85","100"
"11-09-2019","2.28","100"
"12-09-2019","2.7","100"
"13-09-2019","2.88","100"
"14-09-2019","1.34","100"
"15-09-2019","1.94","100"
"16-09-2019","2.53","100"
"17-09-2019","2.37","100"
"18-09-2019","2.41","100"
"19-09-2019","1.92","100"
"20-09-2019","2.89","100"
"21-09-2019","3.1","100"
"22-09-2019","3.05","100"
"23-09-2019","2.6","100"
"24-09-2019","3","100"
"25-09-2019","3.28","100"
"26-09-2019","2.51","100"
"27-09-2019","2.37","100"
"28-09-2019","3.01","100"
"29-09-2019","3.05","100"
"30-09-2019","1.1","100"
"01-10-2019","1.44","100"
"02-10-2019","2.46","100"
"03-10-2019","2.62","100"
"04-10-2019","2.82","100"
"05-10-2019","2.87","100"
"06-10-2019","3.39","100"
"07-10-2019","3.36","100"
"08-10-2019","3.87","100"
"09-10-2019","3.21","100"
"10-10-2019","2.59","100"
"11-10-2019","1.76","100"
"12-10-2019","1.37","100"
"13-10-2019","2.35","100"
"14-10-2019","1.77","100"
"15-10-2019","3.25","100"
"16-10-2019","2.39","100"
"17-10-2019","3.25","100"
"18-10-2019","3.62","100"
"19-10-2019","2.64","100"
"20-10-2019","2.96","100"
"21-10-2019","3.94","100"
"22-10-2019","3.81","100"
"23-10-2019","3.95","100"
"24-10-2019","3.97","100"
"25-10-2019","3.49","100"
"26-10-2019","3.19","100"
"27-10-2019","1.69","100"
"28-10-2019","3.85","100"
"29-10-2019","3.34","100"
"30-10-2019","4.23","100"
"31-10-2019","3.98","100"
"01-11-2019","3.3","100"
"02-11-2019","4.37","100"
"03-11-2019","4.3","100"
"04-11-2019","2.8","100"
"05-11-2019","4.44","100"
"06-11-2019","4.5","100"
"07-11-2019","4.96","100"
"08-11-2019","3.06","100"
"09-11-2019","4.99","100"
"10-11-2019","5.14","100"
"11-11-2019","4.22","100"
"12-11-2019","4.67","100"
"13-11-2019","4.53","100"
"14-11-2019","4.84","100"
"15-11-2019","5.44","100"
"16-11-2019","5.03","100"
"17-11-2019","4.62","100"
"18-11-2019","5.12","100"
"19-11-2019","4.98","100"
"20-11-2019","5.25","100"
"21-11-2019","4.51","100"
"22-11-2019","4.85","100"
"23-11-2019","4.35","100"
"24-11-2019","3.38","100"
"25-11-2019","2.23","100"
"26-11-2019","4.59","100"
"27-11-2019","4.94","100"
"28-11-2019","4.76","100"
"29-11-2019","4.87","100"
"30-11-2019","5.22","100"
"01-12-2019","5.14","100"
"02-12-2019","4.33","100"
"03-12-2019","4.96","100"
"04-12-2019","4.97","100"
"05-12-2019","5.01","100"
"06-12-2019","5.03","100"
"07-12-2019","4.76","100"
"08-12-2019","5","100"
"09-12-2019","4.96","100"
"10-12-2019","4.81","100"
"11-12-2019","4.79","100"
"12-12-2019","5.35","100"
"13-12-2019","4.82","100"
"14-12-2019","2.61","100"
"15-12-2019","4.73","100"
"16-12-2019","5.2","100"
"17-12-2019","5.15","100"
"18-12-2019","5.22","100"
"19-12-2019","3.72","100"
"20-12-2019","5.19","100"
"21-12-2019","5.34","100"
"22-12-2019","5.52","100"
"23-12-2019","5.67","100"
"24-12-2019","5.27","100"
"25-12-2019","5.09","100"
"26-12-2019","5.34","100"
"27-12-2019","5.39","100"
"28-12-2019","5.69","100"
"29-12-2019","5.19","100"
"30-12-2019","5.5","100"
"31-12-2019","5.57","100"
"01-01-2020","5.31","100"
"02-01-2020","5.27","100"
"03-01-2020","4.98","100"
"04-01-2020","5.31","100"
"05-01-2020","3.52","100"
"06-01-2020","4.26","100"
"07-01-2020","5.07","100"
"08-01-2020","3.39","100"
"09-01-2020","4.85","100"
"10-01-2020","5.12","100"
"11-01-2020","5.36","100"
"12-01-2020","5.11","100"
"13-01-2020","5.23","100"
"14-01-2020","5.22","100"
"15-01-2020","5.89","100"
"16-01-2020","4.87","100"
"17-01-2020","4.93","100"
"18-01-2020","5.01","100"
"19-01-2020","4.02","100"
"20-01-2020","5","100"
"21-01-2020","4.93","100"
"22-01-2020","4.82","100"
"23-01-2020","4.8","100"
"24-01-2020","4.78","100"
"25-01-2020","5.07","100"
"26-01-2020","4.85","100"
"27-01-2020","4.97","100"
"28-01-2020","4.74","100"
"29-01-2020","4.9","100"
"30-01-2020","5.02","100"
"31-01-2020","5.02","100"
"01-02-2020","4.93","100"
"","",""
"","",""
"El uso de los datos en publicaciones debe señalar la fuente de los datos y que es una colaboración entre INIA y las instituciones que mantienen convenio con INIA. Adicionalmente, se solicita colocar en un lugar visible el logo de la red agrometeorológica de INIA.","",""
"Descargar logo desde: https://agrometeorologia.cl/assets/img/agrometeorologia-logo.png","",""
